,name,wkn,index,de_ticker,ticker,industry,ISIN
1335,iTeos Therapeutics,-,NASDAQ,not_found,not_found,not_found,not_found
1336,Iteris Inc.,A0DKX6,NASDAQ,FQH,ITI,Sonstige Technologie,US46564T1079
1337,Iterum Therapeutics plc,-,NASDAQ,not_found,not_found,not_found,not_found
1338,Itron Inc.,888379,NASDAQ,IT6,ITRI,Elektrotechnologie,US4657411066
1339,Ituran Location and Control Ltd.,925333,NASDAQ,I4L,ITRN,Sonstige Technologie,IL0010818685
1340,IVERIC bio Inc.,A2PHLF,NASDAQ,O2T,ISEE,Biotechnologie,US46583P1021
1341,IZEA Worldwide Inc.,A2N4PM,NASDAQ,2IZ,IZEA,Internet,US46604H1059
1342,J & J Snack Foods Corp.,876041,NASDAQ,JJ1,JJSF,Nahrungsmittel/Agrar,US4660321096
1343,J. W. Mays,856252,NASDAQ,not_found,MAYS,Immobilien,US5784731003
1344,Jack Henry & Associates Inc.,888286,NASDAQ,JHY,JKHY,IT-Dienstleistungen,US4262811015
1345,Jack in the Box Inc.,883746,NASDAQ,JBX,JACK,Nahrungsmittel/Agrar,US4663671091
1346,Jakks Pacific Inc.,A2P89S,NASDAQ,JP1A,JAKK,Hotels/Tourismus,US47012E4035
1347,James River Group Holdings Ltd,A12GD2,NASDAQ,0JR,JRVR,Finanzdienstleistungen,BMG5005R1079
1348,Jamf Holding Corp.,-,NASDAQ,not_found,not_found,not_found,not_found
1349,JanOne Inc.,A2PG77,NASDAQ,not_found,not_found,not_found,not_found
1350,Jazz Pharmaceuticals PLC,A1JS1K,NASDAQ,J7Z,JAZZ,Pharma,IE00B4Q5ZN47
1351,JD.com Inc. (ADRs),A112ST,NASDAQ,013A,JD,Handel/E-Commerce,US47215P1066
1352,Jerash Holdings (US),-,NASDAQ,not_found,not_found,not_found,not_found
1353,Jetblue Airways Corp.,541867,NASDAQ,JAW,JBLU,Luftfahrt/Rüstung,US4771431016
1354,Jewett-Cameron Trading Company,157215,NASDAQ,,JCTCF,Bau/Infrastruktur,CA47733C2076
1355,JFrog Ltd,-,NASDAQ,not_found,not_found,not_found,not_found
1356,Jiayin Group,-,NASDAQ,not_found,not_found,not_found,not_found
1357,Jiya Acquisition Corp,A2QHRW,NASDAQ,not_found,not_found,not_found,not_found
1358,JOANN,A2QQZ5,NASDAQ,not_found,JOAN,Handel/E-Commerce,US47768J1016
1359,John B. Sanfilippo & Son Inc.,883172,NASDAQ,JO1,JBSS,Nahrungsmittel/Agrar,US8004221078
1360,Johnson Outdoors,881525,NASDAQ,JW2,JOUT,Freizeitprodukte,US4791671088
1361,Joint Corp (The),A12FCC,NASDAQ,not_found,JYNT,Gesundheitswesen,US47973J1025
1362,Jounce Therapeutics Inc.,A2DKZ0,NASDAQ,21J,JNCE,Biotechnologie,US4811161011
1363,Jowell Global Ltd,A2QK0W,NASDAQ,not_found,not_found,not_found,not_found
1364,JOYY Inc. (ADRs),A1J6W3,NASDAQ,not_found,not_found,not_found,not_found
1365,Jupiter Wellness,-,NASDAQ,not_found,not_found,not_found,not_found
1366,Kairos Acquisition Corp,A2QLPA,NASDAQ,not_found,not_found,not_found,not_found
1367,Kaiser Aluminum Corp.,A0J4J3,NASDAQ,KLU1,KALU,Rohstoffe,US4830077040
1368,Kaixin Auto Holdings,A2PH3M,NASDAQ,K64,KXIN,Fahrzeuge,KYG5223X1007
1369,Kala Pharmaceuticals Inc.,A2DU77,NASDAQ,27F,KALA,Pharma,US4831191030
1370,Kaleido Biosciences,-,NASDAQ,not_found,not_found,not_found,not_found
1371,KalVista Pharmaceuticals Inc.,A2DG49,NASDAQ,4XC1,KALV,Biotechnologie,US4834971032
1372,Kamada Ltd,A0JMEX,NASDAQ,not_found,KMDA.TA,Biotechnologie,IL0010941198
1373,Kandi Technologies Group Inc.,A0M9BA,NASDAQ,K8A,KNDI,Fahrzeuge,US4837091010
1374,Karooooo Ltd,-,NASDAQ,not_found,not_found,not_found,not_found
1375,Karuna Therapeutics,-,NASDAQ,not_found,not_found,not_found,not_found
1376,Karyopharm Therapeutics Inc.,A1W77U,NASDAQ,25K,KPTI,Biotechnologie,US48576U1060
1377,Kelly Services,871732,NASDAQ,KYSA,KELYA,Dienstleistungen,US4881522084
1378,Kentucky First Federal Bancorp,A0DQVZ,NASDAQ,not_found,KFFB,Finanzdienstleistungen,US4912921081
1379,Keros Therapeutics,-,NASDAQ,not_found,not_found,not_found,not_found
1380,Keurig Dr Pepper Inc.,A2JQPZ,NASDAQ,DP5,KDP,Getränke/Tabak,US49271V1008
1381,Kewaunee Scientific Corp.,923130,NASDAQ,KEW,KEQU,Bau/Infrastruktur,US4928541048
1382,Key Tronic Corp,868040,NASDAQ,KT1,KTCC,Hardware,US4931441095
1383,Kezar Life Sciences Inc.,A2JPE7,NASDAQ,2KZ,KZR,Biotechnologie,US49372L1008
1384,Kforce Inc.,896864,NASDAQ,ROF,KFRC,Dienstleistungen,US4937321010
1385,Kimball Electronics,A12EMH,NASDAQ,3C3,KE,Elektrotechnologie,US49428J1097
1386,Kimball International Inc. (B),881074,NASDAQ,KB1B,KBAL,Bau/Infrastruktur,US4942741038
1387,Kingsoft Cloud Holdings Limited,A2P39A,NASDAQ,not_found,KC,Software,US49639K1016
1388,Kiniksa Pharmaceuticals Ltd,-,NASDAQ,not_found,not_found,not_found,not_found
1389,Kinnate Biopharma Inc.,A2QHVT,NASDAQ,6KB,KNTE,Biotechnologie,US49705R1059
1390,Kirkland's,570792,NASDAQ,KI2,KIRK,Handel/E-Commerce,US4974981056
1391,Kiromic Biopharma Inc.,A2QAMN,NASDAQ,5JU,KRBP,Biotechnologie,US4976341051
1392,KLA-Tencor Corp.,865884,NASDAQ,KLA,KLAC,Sonstige Technologie,US4824801009
1393,KLX Energy Services Holdings,A2QAHR,NASDAQ,KX4A,KLXE,Öl/Gas,US48253L2051
1394,Kodiak Sciences,A2N6P0,NASDAQ,K27,KOD,Biotechnologie,US50015M1099
1395,Kopin Corp.,888358,NASDAQ,KOC,KOPN,Nanotechnologie,US5006001011
1396,Kornit Digital Ltd.,A14RF6,NASDAQ,0KD,KRNT,Hardware,IL0011216723
1397,Koss Corp,854586,NASDAQ,not_found,KOSS,Sonstige Technologie,US5006921085
1398,Kraft Heinz Co.,A14TU4,NASDAQ,KHNZ,KHC,Nahrungsmittel/Agrar,US5007541064
1399,Kratos Defense & Security Solutions Inc.,A0YAND,NASDAQ,WF5A,KTOS,Sonstige Technologie,US50077B2079
1400,Kronos Bio,-,NASDAQ,not_found,not_found,not_found,not_found
1401,Krystal Biotech Inc.,A2JH2F,NASDAQ,4KB,KRYS,Biotechnologie,US5011471027
1402,Kubient,-,NASDAQ,not_found,not_found,not_found,not_found
1403,Kulicke & Soffa Industries Inc.,854118,NASDAQ,KU1,KLIC,Halbleiter,US5012421013
1404,Kura Oncology Inc.,A143UH,NASDAQ,KUR,KURA,Biotechnologie,US50127T1097
1405,Kura Sushi USA,-,NASDAQ,not_found,not_found,not_found,not_found
1406,KVH Industries,901939,NASDAQ,KVH,KVHI,Telekom,US4827381017
1407,Kymera Therapeutics,-,NASDAQ,not_found,not_found,not_found,not_found
1408,L.B. Foster Company,867748,NASDAQ,LB1A,FSTR,Bau/Infrastruktur,US3500601097
1409,La Jolla Pharmaceutical Co.,A1XB6B,NASDAQ,LJPP,LJPC,Pharma,US5034596040
1410,Lake Shore Bancorp,A0JKKC,NASDAQ,,LSBK,Finanzdienstleistungen,US5107001076
1411,Lakeland Bancorp,631666,NASDAQ,LKL,LBAI,Finanzdienstleistungen,US5116371007
1412,Lakeland Financial Corp,923140,NASDAQ,not_found,LKFN,Finanzdienstleistungen,US5116561003
1413,Lakeland Industries Inc.,897575,NASDAQ,LLI,LAKE,Bekleidung/Textil,US5117951062
1414,Lam Research Corp.,869686,NASDAQ,LAR,LRCX,Halbleiter,US5128071082
1415,Lamar Advertising Co.,A12FFH,NASDAQ,6LA,LAMR,Dienstleistungen,US5128161099
1416,Lancaster Colony Corp.,858141,NASDAQ,LC1,LANC,Konsumgüter,US5138471033
1417,Landec Corp.,899376,NASDAQ,LDE,LNDC,Sonstige Technologie,US5147661046
1418,Landmark Infrastructure Partners LP,A12FJB,NASDAQ,,not_found,Immobilien,US51508J1088
1419,Landos Biopharma,A2QNUF,NASDAQ,not_found,not_found,not_found,not_found
1420,Lands End Inc.,A110MJ,NASDAQ,LED,LE,Bekleidung/Textil,US51509F1057
1421,Landsea Homes Corp,A2QK2Y,NASDAQ,8HJ,LSEA,Bau/Infrastruktur,US51509P1030
1422,Landstar System Inc.,887830,NASDAQ,8HJ,LSTR,not_found,US5150981018
1423,Lanotronix Inc.,A0YGCF,NASDAQ,not_found,LTRX,Netzwerktechnik,US5165482036
1424,Lantern Pharma,-,NASDAQ,not_found,not_found,not_found,not_found
1425,Lantheus Holdings Inc.,A117UE,NASDAQ,0L8,LNTH,Gesundheitswesen,US5165441032
1426,Lattice Semiconductor Corp.,878255,NASDAQ,LTT,LSCC,Halbleiter,US5184151042
1427,Laureate Education Inc.,A2DK0X,NASDAQ,LA3A,LAUR,Dienstleistungen,US5186132032
1428,LAVA Therapeutics B.V.,A2QSJY,NASDAQ,4PKB,LVTX,Biotechnologie,NL0015000AG6
1429,Lawson Products,860437,NASDAQ,LW2,LAWS,Bau/Infrastruktur,US5207761058
1430,Lazydays Holdings,A2JGKR,NASDAQ,5ZL,LAZY,Handel/E-Commerce,US52110H1005
1431,Leap Therapeutics Inc.,A2DK5X,NASDAQ,5MC1,LPTX,Biotechnologie,US52187K1016
1432,Legacy Housing Corp,A2PDVC,NASDAQ,519,LEGH,Bau/Infrastruktur,US52472M1018
1433,Legend Biotech Corp. (ADRs),A2P5AH,NASDAQ,519,LEGN,Biotechnologie,US52490G1022
1434,LeMaitre Vascular Inc.,A0LB2B,NASDAQ,LHU,LMAT,Gesundheitswesen,US5255582018
1435,LendingTree Inc.,A12HU0,NASDAQ,T77,TREE,Finanzdienstleistungen,US52603B1070
1436,LENSAR,-,NASDAQ,not_found,not_found,not_found,not_found
1437,Leslie's,A2QF42,NASDAQ,LE3,LESL,Handel/E-Commerce,US5270641096
1438,Level One Bancorp,A2JKR9,NASDAQ,LE3,LEVL,Finanzdienstleistungen,US52730D2080
1439,Level One Bancorp,-,NASDAQ,not_found,not_found,not_found,not_found
1440,Lexaria Bioscience Corp,A2QQJB,NASDAQ,not_found,LEXX,Gesundheitswesen,US52886N4060
1441,Lexicon Pharmaceuticals Inc.,A14SSK,NASDAQ,LX31,LXRX,Biotechnologie,US5288723027
1442,LexinFintech Holdings Ltd. (ADRs),A2H97M,NASDAQ,1LFA,LX,Finanzdienstleistungen,US5288771034
1443,LGI Homes Inc.,A1W61X,NASDAQ,LG1,LGIH,Bau/Infrastruktur,US50187T1060
1444,LHC Group Inc.,A0EAST,NASDAQ,LH6,LHCG,Gesundheitswesen,US50187A1079
1445,Li Auto Inc. (ADRs),A2P93Z,NASDAQ,L87A,LI,Fahrzeuge,US50202M1027
1446,Liberty Broadband Corp,A12DQA,NASDAQ,8L8,LBRDA,Telekom,US5303071071
1447,Liberty Global PLC (A),A1W0FL,NASDAQ,1LG,LBTYA,Medien,GB00B8W67662
1448,Liberty Global PLC (C),A1W0FN,NASDAQ,1LGC,LBTYK,Medien,GB00B8W67B19
1449,Liberty Latin America Ltd,A2H9HN,NASDAQ,1LL,LILA,Medien,BMG9001E1021
1450,Liberty Media Corp,A2AHD0,NASDAQ,LM04,BATRA,Freizeitprodukte,US5312297063
1451,Liberty Media Corp,A2AHD1,NASDAQ,LM0A,BATRK,Freizeitprodukte,US5312298889
1452,Liberty Media Corp,A2AHD3,NASDAQ,LM0B,LSXMK,Medien,US5312296073
1453,Liberty Media Corp.,A2AHD2,NASDAQ,LM03,LSXMA,Medien,US5312294094
1454,Liberty Media Corp.,A2AHDZ,NASDAQ,LM05,FWONA,Medien,US5312298707
1455,Liberty Media Corp. (C Shares),A2AHEA,NASDAQ,LM09,FWONK,Medien,US5312298541
1456,Liberty Tripadvisor Holdings Inc. (A),A11936,NASDAQ,LT0A,LTRPA,Internet,US5314651028
1457,Liberty Tripadvisor Holdings Inc. (B),A1195C,NASDAQ,LT0B,LTRPB,Internet,US5314652018
1458,LifeMD,A2QP24,NASDAQ,not_found,not_found,not_found,not_found
1459,Lifetime Brands,A0ETCV,NASDAQ,LH1,LCUT,Konsumgüter,US53222Q1031
1460,Lifevantage Corp.,A1420J,NASDAQ,L2T1,LFVN,Pharma,US53222K2050
1461,Lifeway Foods Inc.,925083,NASDAQ,LWF,LWAY,Nahrungsmittel/Agrar,US5319141090
1462,Ligand Pharmaceuticals Inc.,A1C9RN,NASDAQ,LGDN,LGND,Pharma,US53220K5048
1463,LightPath Technologies,776051,NASDAQ,LPZB,LPTH,Sonstige Technologie,US5322578056
1464,Lilium NV,-,NASDAQ,not_found,not_found,not_found,not_found
1465,Limbach Holdings,A2APH1,NASDAQ,not_found,not_found,not_found,not_found
1466,Limelight Networks Inc.,A0MSRH,NASDAQ,LNK,LLNW,Medien,US53261M1045
1467,Limestone Bancorp,A2JPB6,NASDAQ,,LMST,Finanzdienstleistungen,US53262L1052
1468,Liminal BioSciences Inc.,A2PNHY,NASDAQ,not_found,not_found,not_found,not_found
1469,Limoneira Co.,A0YH5Z,NASDAQ,2L2,LMNR,Nahrungsmittel/Agrar,US5327461043
1470,Lincoln Electric Holdings Inc.,908231,NASDAQ,LNE,LECO,Maschinenbau,US5339001068
1471,Lindblad Expeditions Holdings Inc.,A14WKW,NASDAQ,LI4,LIND,Hotels/Tourismus,US5352191093
1472,Lion Group Holding Ltd,A2P71B,NASDAQ,not_found,LGHL,Finanzdienstleistungen,US53620U1025
1473,Lionheart Acquisition Corp,-,NASDAQ,not_found,not_found,not_found,not_found
1474,Lipocine Inc.,A110VP,NASDAQ,2VT,LPCN,Pharma,US53630X1046
1475,LiqTech International,A2PGR0,NASDAQ,39J,LIQT,Maschinenbau,US53632A2015
1476,Liquid Media Group Ltd.,A2N7MR,NASDAQ,L7BB,YVR,Getränke/Tabak,CA53634Q2045
1477,Liquidia Technologies Inc.,A2JRNS,NASDAQ,LT4,LQDA,Biotechnologie,US53635D2027
1478,Liquidity Services Inc.,A0JEFP,NASDAQ,L1S,LQDT,Internet,US53635B1070
1479,LivaNova PLC,A14156,NASDAQ,LIA,LIVN,Gesundheitswesen,GB00BYMT0J19
1480,Live Oak Bancshares,A141C9,NASDAQ,not_found,not_found,not_found,not_found
1481,Live Ventures Inc.,A2DHCV,NASDAQ,UYXP,LIVE,Internet,US5381423087
1482,LivePerson Inc.,936891,NASDAQ,LVO,LPSN,Internet,US5381461012
1483,Lixte Biotechnology Holdings Inc.,A2QJDN,NASDAQ,864,LIXT,Biotechnologie,US5393192027
1484,LIZHI,-,NASDAQ,not_found,not_found,not_found,not_found
1485,LKQ Corp.,254570,NASDAQ,LKQ1,LKQ,Dienstleistungen,US5018892084
1486,LMP Automotive Holdings Inc.,A2PQ7J,NASDAQ,0RH,LMPX,Fahrzeuge,US53952P1012
1487,Logicbio Therapeutics Inc.,A2N7B4,NASDAQ,0IF,LOGC,Biotechnologie,US54142F1021
1488,Logitech International S.A.,A0J3YT,NASDAQ,LTEC,LOGN.SW,Hardware,CH0025751329
1489,Longboard Pharmaceuticals,A2QQZ6,NASDAQ,not_found,LBPH,Biotechnologie,US54300N1037
1490,Longeveron,-,NASDAQ,not_found,not_found,not_found,not_found
1491,Loop Industries,A2DX71,NASDAQ,3L9,LOOP,Kunststoffe/Verpackungen,US5435181046
1492,Loral Space & Communications Inc.,A0H0KP,NASDAQ,not_found,not_found,not_found,not_found
1493,Lordstown Motors Corp,A2QGHG,NASDAQ,not_found,RIDE,Fahrzeuge,US54405Q1004
1494,LPL Financial Holdings Inc.,A1JZ6S,NASDAQ,7LI,LPLA,Finanzdienstleistungen,US50212V1008
1495,LSI Industries Inc.,919518,NASDAQ,LS2,LYTS,Sonstige Technologie,US50216C1080
1496,Lucid Group,A3CVXG,NASDAQ,CH2A,LCID,Fahrzeuge,US5494981039
1497,Lucira Health,A2QMTB,NASDAQ,not_found,LHDX,Gesundheitswesen,US54948U1051
1498,Lululemon Athletica Inc.,A0MXBY,NASDAQ,33L,LULU,Bekleidung/Textil,US5500211090
1499,Lumentum Holdings Inc.,A14WK0,NASDAQ,LU2,LITE,Elektrotechnologie,US55024U1097
1500,Luminar Technologies Inc.,A2QDGP,NASDAQ,9FS,LAZR,Fahrzeuge,US5504241051
1501,Lumos Pharma Inc.,A2P12E,NASDAQ,4NX1,LUMO,Biotechnologie,US55028X1090
1502,Luna Innovations,A0JKG6,NASDAQ,not_found,LUNA,Sonstige Technologie,US5503511009
1503,Luokung Technology Corp.,A2N5K7,NASDAQ,6BT,LKCO,Software,VGG569811067
1504,Luther Burbank Corp.,A2H8ZP,NASDAQ,3QM,LBC,Finanzdienstleistungen,US5505501073
1505,Lux Health Tech Acquisition Corp,A2QF4C,NASDAQ,not_found,not_found,not_found,not_found
1506,Lyft Inc.,A2PE38,NASDAQ,LY0,LYFT,Software,US55087P1049
1507,Lyra Therapeutics,-,NASDAQ,not_found,not_found,not_found,not_found
1508,Macatawa Bank Corp,675406,NASDAQ,,MCBC,Finanzdienstleistungen,US5542251021
1509,MACOM Technology Solutions Holdings Inc.,A1JU1D,NASDAQ,1MA,MTSI,Halbleiter,US55405Y1001
1510,MacroGenics Inc.,A1W6ND,NASDAQ,M55,MGNX,Biotechnologie,US5560991094
1511,Madrigal Pharmaceuticals Corp.,A2APCZ,NASDAQ,YDO1,MDGL,Pharma,US5588681057
1512,Magellan Health Inc.,A0BLRV,NASDAQ,not_found,not_found,not_found,not_found
1513,Magenta Therapeutics Inc.,A2JPD6,NASDAQ,3MT,MGTA,Biotechnologie,US55910K1088
