,name,wkn,index,de_ticker,ticker,industry,ISIN
59,Inpex Corp.,A0JD4G,NIKKEI225,I8U,1605.T,Öl/Gas,JP3294460005
60,Isetan Mitsukoshi Holdings Ltd.,A0NFRG,NIKKEI225,4HP,3099.T,Handel/E-Commerce,JP3894900004
61,ISUZU Motors Ltd.,858329,NIKKEI225,ISU,7202.T,Fahrzeuge,JP3137200006
62,Itochu Corp.,855471,NIKKEI225,IOC,8001.T,Industrie/Mischkonzerne,JP3143600009
63,J. Front Retailing Co. Ltd.,A0MYXR,NIKKEI225,JFM,3086.T,Handel/E-Commerce,JP3386380004
64,"Japan Exchange Group, Inc.",A0B9K6,NIKKEI225,OSK,8697.T,Finanzdienstleistungen,JP3183200009
65,Japan Post Holding Co. Ltd.,A14Z74,NIKKEI225,1JP,6178.T,Logistik/Transport,JP3752900005
66,Japan Tobacco Inc.,893151,NIKKEI225,JAT,2914.T,Getränke/Tabak,JP3726800000
67,JFE Holdings Inc.,724564,NIKKEI225,JFR,5411.T,Eisen/Stahl,JP3386030005
68,JGC CORP.,859157,NIKKEI225,VJC,1963.T,Bau/Infrastruktur,JP3667600005
69,JTEKT Corp.,859112,NIKKEI225,6JK,6473.T,Maschinenbau,JP3292200007
70,JXTG Holdings Inc.,A1CS9H,NIKKEI225,JHJ,5020.T,Öl/Gas,JP3386450005
71,Kajima Corp.,857003,NIKKEI225,KAJ,1812.T,Bau/Infrastruktur,JP3210200006
72,Kao Corp.,857031,NIKKEI225,KAO,4452.T,Konsumgüter,JP3205800000
73,Kawasaki Heavy Industries Ltd.,858920,NIKKEI225,KAO,7012.T,not_found,JP3224200000
74,"Kawasaki Kisen Kaisha, Ltd.",862868,NIKKEI225,KLI1,9107.T,Logistik/Transport,JP3223800008
75,KDDI CORP.,887603,NIKKEI225,DIP,9433.T,Telekom,JP3496400007
76,Keio Corp.,863378,NIKKEI225,not_found,9008.T,Logistik/Transport,JP3277800003
77,KEISEI EL. RWY,867002,NIKKEI225,KEI,9009.T,Logistik/Transport,JP3278600006
78,Kikkoman Corp.,856983,NIKKEI225,KIK,2801.T,Nahrungsmittel/Agrar,JP3240400006
79,Kirin Holdings Co. Ltd.,853682,NIKKEI225,KIR,2503.T,Getränke/Tabak,JP3258000003
80,Kobe Steel Ltd.,858737,NIKKEI225,KST,5406.T,Eisen/Stahl,JP3289800009
81,Komatsu Ltd.,854658,NIKKEI225,KOM1,6301.T,Maschinenbau,JP3304200003
82,Konami Corp.,870269,NIKKEI225,KOA,9766.T,Software,JP3300200007
83,Konica Minolta Inc.,857929,NIKKEI225,KPI1,4902.T,Konsumgüter,JP3300600008
84,Kubota Corp.,857751,NIKKEI225,KUO1,6326.T,Maschinenbau,JP3266400005
85,Kuraray Co. Ltd.,858272,NIKKEI225,KUY,3405.T,Chemie,JP3269600007
86,Kyocera Corp.,860614,NIKKEI225,KYR,6971.T,Hardware,JP3249600002
87,Kyowa Hakko Kirin Co. Ltd.,858523,NIKKEI225,KY4,4151.T,Pharma,JP3256000005
88,Marubeni Corp.,860414,NIKKEI225,MARA,8002.T,Handel/E-Commerce,JP3877600001
89,Maruha Nichiro Corp.,-,NIKKEI225,not_found,not_found,not_found,not_found
90,Marui Group Co. Ltd.,855670,NIKKEI225,MUI,8252.T,Handel/E-Commerce,JP3870400003
91,Matsui Securities Co. Ltd.,694425,NIKKEI225,MTW,8628.T,Finanzdienstleistungen,JP3863800003
92,Mazda Motor Corp.,854131,NIKKEI225,MZA,7261.T,Fahrzeuge,JP3868400007
93,Meiji Holdings Co. Ltd.,A0RL1S,NIKKEI225,3M0,2269.T,Nahrungsmittel/Agrar,JP3918000005
94,Minebea Co. Ltd.,851838,NIKKEI225,MEA,6479.T,Elektrotechnologie,JP3906000009
95,Mitsubishi Chemical Holdings Corp.,A0F6CH,NIKKEI225,M3C,4188.T,Chemie,JP3897700005
96,Mitsubishi Corp.,857124,NIKKEI225,MBI,8058.T,Elektrotechnologie,JP3898400001
97,Mitsubishi Electric Corp.,856532,NIKKEI225,MIE1,6503.T,Elektrotechnologie,JP3902400005
98,Mitsubishi Estate Co. Ltd.,853684,NIKKEI225,MES,8802.T,Immobilien,JP3899600005
99,Mitsubishi Heavy Industries Ltd.,853314,NIKKEI225,MIH,7011.T,Maschinenbau,JP3900000005
100,Mitsubishi Logistics Corp.,869425,NIKKEI225,MIB,9301.T,Logistik/Transport,JP3902000003
101,Mitsubishi Materials Corp.,857634,NIKKEI225,MUJ,5711.T,Sonstige Technologie,JP3903000002
102,Mitsubishi Motors Corp.,876551,NIKKEI225,MMO,7211.T,Fahrzeuge,JP3899800001
103,Mitsubishi UFJ Financial Group Inc.,657892,NIKKEI225,MFZ,8306.T,Finanzdienstleistungen,JP3902900004
104,Mitsui & Co. Ltd.,853656,NIKKEI225,MTS1,8031.T,Industrie/Mischkonzerne,JP3893600001
105,Mitsui Chemicals Inc.,858586,NIKKEI225,MTS1,4183.T,not_found,JP3888300005
106,Mitsui Engineering & Shipbuilding Co. Ltd.,858575,NIKKEI225,MSI,7003.T,not_found,JP3891600003
107,Mitsui Fudosan Co. Ltd.,858019,NIKKEI225,MFU,8801.T,Immobilien,JP3893200000
108,Mitsui Mining & Smelting Co. Ltd.,860971,NIKKEI225,MMG,5706.T,Rohstoffe,JP3888400003
109,Mitsui O.S.K. Lines Ltd.,862503,NIKKEI225,MILA,9104.T,Logistik/Transport,JP3362700001
110,Mizuho Financial Group Inc.,200455,NIKKEI225,MZ8,8411.T,Finanzdienstleistungen,JP3885780001
111,"MS&AD Insurance Group Holdings, Inc.",A0NFRH,NIKKEI225,59M,8725.T,Finanzdienstleistungen,JP3890310000
112,NEC Corp.,853675,NIKKEI225,NEC1,6701.T,Hardware,JP3733000008
113,Nexon Co. Ltd,A1JPFB,NIKKEI225,7NX,3659.T,Unterhaltung,JP3758190007
114,NGK Insulators Ltd.,862417,NIKKEI225,NGI,5333.T,Elektrotechnologie,JP3695200000
115,Nh Food Ltd.,853946,NIKKEI225,NI6,2282.T,Nahrungsmittel/Agrar,JP3743000006
116,Nichirei Corp.,856386,NIKKEI225,NI3,2871.T,Nahrungsmittel/Agrar,JP3665200006
117,Nikon Corp.,853326,NIKKEI225,NKN,7731.T,Konsumgüter,JP3657400002
118,"Nippon Electric Glass Co., Ltd.",866059,NIKKEI225,NPG,5214.T,Elektrotechnologie,JP3733400000
119,Nippon Express Co. Ltd.,857297,NIKKEI225,not_found,2871.T,Nahrungsmittel/Agrar,JP3665200006
120,Nippon Light Metal Holdings Co Ltd.,A1J41T,NIKKEI225,N9L,5703.T,Eisen/Stahl,JP3700200003
121,Nippon Paper Industries Co Ltd.,859267,NIKKEI225,9NI,3863.T,Holz/Papier,JP3721600009
122,Nippon Sheet Glass Co. Ltd.,864743,NIKKEI225,NI9,5202.T,Konsumgüter,JP3686800008
123,Nippon Steel & Sumitomo Metal Corp.,859164,NIKKEI225,NPS,5401.T,Eisen/Stahl,JP3381000003
124,Nippon Suisan Kaisha Ltd.,854348,NIKKEI225,71N,1332.T,Nahrungsmittel/Agrar,JP3718800000
125,Nippon Telegraph and Telephone Corp.,873029,NIKKEI225,NTT,9432.T,Telekom,JP3735400008
126,Nippon Yusen K.K.,859849,NIKKEI225,NYKA,9101.T,Logistik/Transport,JP3753000003
127,Nissan Chemical Industries Ltd.,859269,NIKKEI225,NSC,4021.T,Chemie,JP3670800006
128,Nissan Motor Co. Ltd.,853686,NIKKEI225,NISA,7201.T,Fahrzeuge,JP3672400003
129,Nisshin Seifun Group Inc.,859590,NIKKEI225,NISA,2002.T,Nahrungsmittel/Agrar,JP3676800000
130,Nisshinbo Holdings Inc.,853942,NIKKEI225,NBO,3105.T,Sonstige Technologie,JP3678000005
131,NITTO DENKO CORP.,862930,NIKKEI225,ND5,6988.T,Elektrotechnologie,JP3684000007
132,Nomura Holdings Inc.,857054,NIKKEI225,NSE,8604.T,Finanzdienstleistungen,JP3762600009
133,NSK Ltd.,853685,NIKKEI225,NSK,6471.T,Sonstige Technologie,JP3720800006
134,NTN Corp.,854088,NIKKEI225,NTN,6472.T,Maschinenbau,JP3165600002
135,NTT Data Corp.,-,NIKKEI225,not_found,not_found,not_found,not_found
136,Obayashi Corp.,858426,NIKKEI225,OBA,1802.T,Bau/Infrastruktur,JP3190000004
137,"Odakyu Electric Railway Co., Ltd.",864706,NIKKEI225,not_found,9007.T,Logistik/Transport,JP3196000008
138,Oji Holdings Corp.,859846,NIKKEI225,OJI,3861.T,Holz/Papier,JP3174410005
139,Oki Electric Industry Co. Ltd.,857207,NIKKEI225,OKI,6703.T,Hardware,JP3194000000
140,Okuma Corp.,858980,NIKKEI225,OKU,6103.T,Maschinenbau,JP3172100004
141,Olympus Corp.,856840,NIKKEI225,OLY1,7733.T,Gesundheitswesen,JP3201200007
142,Omron Corp.,856877,NIKKEI225,OMR1,6645.T,Elektrotechnologie,JP3197800000
143,Osaka Gas Co. Ltd.,858464,NIKKEI225,OSA,9532.T,Öl/Gas,JP3180400008
144,Otsuka Holdings Company Ltd.,A1C9KC,NIKKEI225,OS1,4578.T,Pharma,JP3188220002
145,Pacific Metals Co. Ltd.,859172,NIKKEI225,PYV,5541.T,Eisen/Stahl,JP3448000004
146,Panasonic Corp.,853666,NIKKEI225,MAT1,6752.T,Konsumgüter,JP3866800000
147,Rakuten Inc.,927128,NIKKEI225,RAK,4755.T,Internet,JP3967200001
148,Resona Holdings Inc.,766461,NIKKEI225,DW1,8308.T,Finanzdienstleistungen,JP3500610005
149,Ricoh Co. Ltd.,854279,NIKKEI225,RIC1,7752.T,Sonstige Technologie,JP3973400009
150,Sapporo Holdings Ltd.,851177,NIKKEI225,SBW,2501.T,Getränke/Tabak,JP3320800000
151,Secom Co. Ltd.,863529,NIKKEI225,XSC,9735.T,Dienstleistungen,JP3421800008
152,Seiko Epson Corp.,471496,NIKKEI225,SE7,6724.T,Hardware,JP3414750004
153,Sekisui House Ltd.,850022,NIKKEI225,SPH1,1928.T,Bau/Infrastruktur,JP3420600003
154,Seven & I Holdings Co. Ltd.,A0F7DY,NIKKEI225,S6M,3382.T,Handel/E-Commerce,JP3422950000
155,Sharp Corp.,855383,NIKKEI225,SRP,6753.T,Elektrotechnologie,JP3359600008
156,Shimizu Corp.,857801,NIKKEI225,XSZ,1803.T,Bau/Infrastruktur,JP3358800005
157,Shin-Etsu Chemical Co. Ltd.,859118,NIKKEI225,SEH,4063.T,Chemie,JP3371200001
158,Shinsei Bank Ltd.,853140,NIKKEI225,LCJ,8303.T,Finanzdienstleistungen,JP3729000004
159,Shionogi & Co. Ltd.,855648,NIKKEI225,SH0,4507.T,Pharma,JP3347200002
160,Shiseido Co. Ltd.,854002,NIKKEI225,SHD,4911.T,Kosmetik,JP3351600006
161,Shizuoka Bank Ltd. (THE),855233,NIKKEI225,ZUO,8355.T,Finanzdienstleistungen,JP3351200005
162,Showa Denko K.K.,859554,NIKKEI225,SWD,4004.T,Finanzdienstleistungen,JP3368000000
163,Sky Perfect JSAT Corp.,A0MMJB,NIKKEI225,SKM,9412.T,Telekom,JP3396350005
164,Softbank Group Corp.,891624,NIKKEI225,SFT,9984.T,Internet,JP3436100006
165,Sojitz Corp.,255124,NIKKEI225,XEB,2768.T,Industrie/Mischkonzerne,JP3663900003
166,Sompo Hldgs Inc,A1CTAF,NIKKEI225,ANK,8630.T,Finanzdienstleistungen,JP3165000005
167,Sony Group Corp.,853687,NIKKEI225,SON1,6758.T,Konsumgüter,JP3435000009
168,Sumco Corp.,A0HGFA,NIKKEI225,S3X,3436.T,Halbleiter,JP3322930003
169,Sumitomo Chemical Co. Ltd.,853490,NIKKEI225,SMM,4005.T,Chemie,JP3401400001
170,Sumitomo Corp.,860364,NIKKEI225,SUMA,8053.T,Industrie/Mischkonzerne,JP3404600003
171,Sumitomo Dainippon Pharma Co.,858257,NIKKEI225,DPM,4506.T,Pharma,JP3495000006
172,Sumitomo Electric Industries Ltd.,857716,NIKKEI225,SMO,5802.T,Elektrotechnologie,JP3407400005
173,Sumitomo Heavy Industries Ltd.,859555,NIKKEI225,SSM1,6302.T,Maschinenbau,JP3405400007
174,Sumitomo Metal Mining Co. Ltd.,859470,NIKKEI225,S19,5713.T,Industrie/Mischkonzerne,JP3402600005
175,Sumitomo Mitsui Financial Group Inc.,778924,NIKKEI225,XMF,8316.T,Finanzdienstleistungen,JP3890350006
176,Sumitomo Mitsui Trust Holdings Inc.,529969,NIKKEI225,MIU,8309.T,Finanzdienstleistungen,JP3892100003
177,Sumitomo Osaka Cement Co. Ltd.,857803,NIKKEI225,SU2,5232.T,Bau/Infrastruktur,JP3400900001
178,Sumitomo Realty & Development Co. Ltd.,855211,NIKKEI225,RL2,8830.T,Bau/Infrastruktur,JP3409000001
179,Suzuki Motor Corp.,857310,NIKKEI225,SUK,7269.T,Fahrzeuge,JP3397200001
180,T & D Holdings Inc.,A0B9FA,NIKKEI225,TZ6,8795.T,Finanzdienstleistungen,JP3539220008
181,Taiheiyo Cement Corp.,858354,NIKKEI225,TIE,5233.T,Bau/Infrastruktur,JP3449020001
182,Taisei Corp.,857627,NIKKEI225,TKK1,1801.T,Bau/Infrastruktur,JP3443600006
183,Taiyo Yuden Co. Ltd.,863428,NIKKEI225,TYC1,6976.T,Sonstige Technologie,JP3452000007
184,Takara Shuzo,864062,NIKKEI225,TAX,2531.T,Industrie/Mischkonzerne,JP3459600007
185,Takashimaya Co. Ltd.,-,NIKKEI225,not_found,not_found,not_found,not_found
186,Takeda Pharmaceutical Co. Ltd.,853849,NIKKEI225,TKD,4502.T,Chemie,JP3463000004
187,TDK Corp.,857032,NIKKEI225,TDK,6762.T,Hardware,JP3538800008
188,Teijin Ltd.,855254,NIKKEI225,TIJ,3401.T,Chemie,JP3544000007
189,Terumo Corp.,867003,NIKKEI225,TUO,4543.T,Gesundheitswesen,JP3546800008
190,The Japan Steel Works Ltd.,858684,NIKKEI225,J9R,5631.T,Eisen/Stahl,JP3721400004
191,The Kansai Electric Power Co. Inc.,853264,NIKKEI225,KPO,9503.T,Versorger,JP3228600007
192,The Yokohama Rubber Co. Ltd.,858091,NIKKEI225,YRB,5101.T,Kunststoffe/Verpackungen,JP3955800002
193,"Tobu Railway Co., Ltd.",860384,NIKKEI225,not_found,9001.T,Logistik/Transport,JP3597800006
194,TOHO CO. LTD.,901949,NIKKEI225,TZ7,8142.T,Handel/E-Commerce,JP3553200001
195,Toho Zinc Company Ltd.,862871,NIKKEI225,T62,5707.T,Rohstoffe,JP3599000001
196,Tokai Carbon Co. Ltd.,862859,NIKKEI225,7TC,5301.T,Chemie,JP3560800009
197,Tokio Marine Holdings Inc.,542064,NIKKEI225,not_found,not_found,not_found,not_found
198,Tokuyama Corp.,860381,NIKKEI225,TBT,4043.T,Industrie/Mischkonzerne,JP3625000009
199,Tokyo Electric Power Company Holdings Inc.,854307,NIKKEI225,TPO,9501.T,Versorger,JP3585800000
200,Tokyo Electron Ltd.,865510,NIKKEI225,TKY,8035.T,Elektrotechnologie,JP3571400005
201,Tokyo Gas Co. Ltd.,855664,NIKKEI225,TOG,9531.T,Versorger,JP3573000001
202,Tokyo Tatemono Co. Ltd.,850796,NIKKEI225,T6R,8804.T,Immobilien,JP3582600007
203,Tokyu Corp.,864105,NIKKEI225,01T,9005.T,Logistik/Transport,JP3574200006
204,Tokyu Fudosan Holdings Corp,A1W44J,NIKKEI225,T8F,3289.T,Immobilien,JP3569200003
205,Toppan Printing Co. Ltd.,857049,NIKKEI225,TPX,7911.T,Holz/Papier,JP3629000005
206,Toray Industries Inc.,853974,NIKKEI225,TOR1,3402.T,Chemie,JP3621000003
207,Toshiba Corp.,853676,NIKKEI225,TSE1,6502.T,Hardware,JP3592200004
208,Tosoh Corp.,859557,NIKKEI225,TOS,4042.T,Chemie,JP3595200001
209,TOTO LTD.,857955,NIKKEI225,TO4,5332.T,Bau/Infrastruktur,JP3596200000
210,Toyo Seikan Group Holdings Ltd.,860369,NIKKEI225,TQN,5901.T,Rohstoffe,JP3613400005
211,Toyobo Co. Ltd.,860856,NIKKEI225,TO7,3101.T,Sonstige Technologie,JP3619800000
212,Toyota Motor Corporation,853510,NIKKEI225,TOM,7203.T,Fahrzeuge,JP3633400001
213,Toyota Tsusho Corp.,866920,NIKKEI225,TOM,8015.T,not_found,JP3635000007
214,Trend Micro Inc.,915793,NIKKEI225,TMI,4704.T,Software,JP3637300009
215,Ube Industries Ltd.,859490,NIKKEI225,TMI,4208.T,not_found,JP3158800007
216,Unitika Ltd.,-,NIKKEI225,not_found,not_found,not_found,not_found
217,West Japan Railway Co.,903186,NIKKEI225,WEJ,9021.T,Logistik/Transport,JP3659000008
218,Yahoo Japan Corp.,916008,NIKKEI225,YOJ,4689.T,Internet,JP3933800009
219,Yamaha Corp.,855314,NIKKEI225,YHA,7951.T,Unterhaltung,JP3942600002
220,Yamaha Motor Co. Ltd.,857690,NIKKEI225,YMA,7272.T,Fahrzeuge,JP3942800008
221,Yamato Holdings Co. Ltd.,864712,NIKKEI225,not_found,not_found,not_found,not_found
222,Yaskawa Electric Corp.,857658,NIKKEI225,not_found,6506.T,not_found,JP3932000007
223,Yokogawa Electric Corp.,856912,NIKKEI225,YKE,6841.T,Elektrotechnologie,JP3955000009
