,name,wkn,index,de_ticker,ticker,industry,ISIN
74,AMN Healthcare Services,798185,USA,HCQ,AMN,Gesundheitswesen,US0017441017
75,Ampco-Pittsburgh Corp,852259,USA,,AP,Eisen/Stahl,US0320371034
76,Amphenol Corp,882749,USA,XPH,APH,Elektrotechnologie,US0320951017
77,AMREP Corp,856767,USA,not_found,not_found,not_found,not_found
78,AngloGold Ashanti Limited,915102,USA,AOD,AU,Rohstoffe,US0351282068
79,Anheuser-Busch INBEV SA/NV,A0N916,USA,ITKA,BUD,Getränke/Tabak,US03524A1088
80,Annaly Capital Management,909823,USA,AAY,NLY,Finanzdienstleistungen,US0357104092
81,ANTERO RESOURCES Corp,A1W4U4,USA,7A6,AR,Öl/Gas,US03674X1063
82,ANTHEM,A12FMV,USA,A58,ANTM,Gesundheitswesen,US0367521038
83,AO Smith Corp,868323,USA,3SM,AOS,Maschinenbau,US8318652091
84,APA Corp,857530,USA,not_found,not_found,not_found,not_found
85,Apollo Commercial Real Estate Finance,A0YA4B,USA,9A1,ARI,Finanzdienstleistungen,US03762U1051
86,Applied Industrial Technologies,861210,USA,AT4,AIT,Handel/E-Commerce,US03820C1053
87,AptarGroup,886413,USA,AGT,ATR,Kunststoffe/Verpackungen,US0383361039
88,Aptiv PLC,A1JPLB,USA,D7A,APTV,Fahrzeuge,JE00B783TY65
89,ARAMARK,A1W92R,USA,0AK,ARMK,Dienstleistungen,US03852U1060
90,Arbor Realty Trust,A0CAPU,USA,OWQ,ABR,Immobilien,US0389231087
91,ARC Document Solutions,A1KA8Z,USA,BK1,ARC,Dienstleistungen,US00191G1031
92,Archer Daniels Midland Company,854161,USA,ADM,ADM,Getränke/Tabak,US0394831020
93,Arcos Dorados Holdings,A1H9NG,USA,AD8,ARCO,Nahrungsmittel/Agrar,VGG0457F1071
94,ARDMORE SHIPPING Corp,A1W4G1,USA,A61,ASC,Logistik/Transport,MHY0207T1001
95,Ares Commercial Real Estate Corp,A1J0GG,USA,41I,ACRE,Immobilien,US04013V1089
96,Argan,784598,USA,1AW,AGX,Bau/Infrastruktur,US04010E1091
97,Arista Networks,A11099,USA,117,ANET,Netzwerktechnik,US0404131064
98,Armada Hoffler Properties,A1WY9H,USA,791,AHH,Immobilien,US04208T1088
99,Armstrong World Industries,A0LCJG,USA,91A,AWI,Bau/Infrastruktur,US04247X1028
100,Arrow Electronics,855225,USA,ARW,ARW,IT-Dienstleistungen,US0427351004
101,Arthur J Gallagher & Co,869761,USA,GAH,AJG,Finanzdienstleistungen,US3635761097
102,Artisan Partners Asset Management,A1JU4Y,USA,AP0,APAM,Finanzdienstleistungen,US04316A1088
103,ASA Gold and Precious Metals Limited,A0DLN4,USA,FZ6,ASA,Finanzdienstleistungen,BMG3156P1032
104,Asbury Automotive Group,766687,USA,AWG,ABG,Handel/E-Commerce,US0434361046
105,Aspen Aerogels,A115KY,USA,AP1,ASPN,Bau/Infrastruktur,US04523Y1055
106,Aspen Insurance Holdings Limited,-,USA,not_found,not_found,not_found,not_found
107,Associated Banc-Corp,907145,USA,AB5,ASB,Finanzdienstleistungen,US0454871056
108,Assurant,A0BLRP,USA,ZAS,AIZ,Finanzdienstleistungen,US04621X1081
109,Assured Guaranty Ltd,A0CATL,USA,DHU,AGO,Finanzdienstleistungen,BMG0585R1060
110,AstraZeneca PLC,886715,USA,ZEGA,AZN,Pharma,US0463531089
111,AT&T,A0RM5Z,USA,PE2,TPC,Bau/Infrastruktur,US9011091082
112,AT&T,A0HL9Z,USA,SOBA,T,Telekom,US00206R1023
113,Atmos Energy Corp,868746,USA,AEO,ATO,Öl/Gas,US0495601058
114,AU Optronics Corp,621971,USA,AU7A,AUOTY,Hardware,US0022551073
115,Autohome,A1W97C,USA,8AHB,ATHM,Internet,US05278C1071
116,Autoliv,906892,USA,LIV,ALV,Fahrzeuge,US0528001094
117,AutoNation,880953,USA,RWI,AN,Handel/E-Commerce,US05329W1027
118,AutoZone,881531,USA,AZ5,AZO,Handel/E-Commerce,US0533321024
119,AvalonBay Communities,914867,USA,WV8,AVB,Immobilien,US0534841012
120,Avery Dennison Corp,850354,USA,AV3,AVY,Dienstleistungen,US0536111091
121,Avista Corp,856142,USA,AV6,AVA,Versorger,US05379B1070
122,Aviva Plc,A0YC5C,USA,GU8E,AVVIY,Finanzdienstleistungen,US05382A1043
123,Avnet,850355,USA,VNI,AVT,IT-Dienstleistungen,US0538071038
124,Axalta Coating Systems Ltd,A12EDV,USA,9AX,AXTA,Chemie,BMG0750C1082
125,Axis Capital Holders Limited,482025,USA,AXV,AXS,Finanzdienstleistungen,BMG0692U1099
126,AZZ,863132,USA,AI7,AZZ,Sonstige Technologie,US0024741045
127,B&G Foods,A0CATC,USA,DHR,BGS,Nahrungsmittel/Agrar,US05508R1068
128,Badger Meter,863871,USA,33B,BMI,Maschinenbau,US0565251081
129,Ball Corp,860408,USA,BL8,BLL,Kunststoffe/Verpackungen,US0584981064
130,Banc of California,A1W2U2,USA,FPB,BANC,Finanzdienstleistungen,US05990K1060
131,Banco Bilbao Vizcaya Argentaria SA,876152,USA,BBVA,BBVA,Finanzdienstleistungen,US05946K1016
132,Banco Bradesco SA,A0B9WE,USA,BREC,BBD,Finanzdienstleistungen,US0594603039
133,Banco Bradesco SA,A1JWED,USA,BREA,BBDO,Finanzdienstleistungen,US0594604029
134,Banco de ChileAmerican,529496,USA,G4RA,G4RA.F,Finanzdienstleistungen,US0595201064
135,Banco Latinoamericano de Comercio Exterior SA,884869,USA,D8Q,BLX,Finanzdienstleistungen,PAP169941328
136,Banco Macro SA,A0JJT4,USA,B4W,BMA,Finanzdienstleistungen,US05961W1053
137,Banco Santander (Brasil) SA,A0YBKP,USA,DBSA,DBSA.F,Finanzdienstleistungen,US05967A1079
138,Banco Santander SA,873816,USA,BSDK,SAN,Finanzdienstleistungen,US05964H1059
139,Banco Santander-Chile,904916,USA,BSA,BSAC,Finanzdienstleistungen,US05965X1090
140,Bancolombia SA,896739,USA,BXK,CIB,Finanzdienstleistungen,US05968L1026
141,Bank of America Corp,858388,USA,NCB,BAC,Finanzdienstleistungen,US0605051046
142,Bank of Hawaii Corp,875284,USA,PIV,BOH,Finanzdienstleistungen,US0625401098
143,Bank of Montreal,850386,USA,BZZ,BMO.TO,Finanzdienstleistungen,CA0636711016
144,Bank of New York Mellon Corp,A0MVKA,USA,BN9,BMO.TO,Finanzdienstleistungen,US0640581007
145,Bank of Nova Scotia,850388,USA,BKN,BMO.TO,Finanzdienstleistungen,CA0641491075
146,Bankunited,A1H51S,USA,BNU,BKU,Finanzdienstleistungen,US06652K1034
147,Barclays PLC,911762,USA,BCY2,BCS,Finanzdienstleistungen,US06738E2046
148,Barnes & Noble Education,A14WT8,USA,2BN,BNED,Handel/E-Commerce,US06777U1016
149,Barnes Group,861254,USA,BG4,B,Sonstige Technologie,US0678061096
150,BARRACUDA NETWORKS DL-001,A1W6GG,USA,,not_found,Netzwerktechnik,US0683231049
151,Barrick Gold Corp,870450,USA,ABR,ABX.TO,Rohstoffe,CA0679011084
152,Baxter International,853815,USA,BTL,BAX,Gesundheitswesen,US0718131099
153,Baytex Energy Corp,A1H5TA,USA,B5X,BTE.TO,Öl/Gas,CA07317Q1054
154,BCE,A0J3LN,USA,BCE1,BCE.TO,Telekom,CA05534B7604
155,Beazer Homes USA,A1J51W,USA,BE4A,BZH,Bau/Infrastruktur,US07556Q8814
156,Becton Dickinson and Co,857675,USA,BOX,BDX,Gesundheitswesen,US0758871091
157,Belden,A0B8CA,USA,QCTA,BDC,Elektrotechnologie,US0774541066
158,Benchmark Electronics,885906,USA,BMU,BHE,Elektrotechnologie,US08160H1014
159,Berkshire Hathaway,854075,USA,BRH,BRK-A,Finanzdienstleistungen,US0846701086
160,Berkshire Hathaway,A0YJQ2,USA,BRYN,BRK-B,Finanzdienstleistungen,US0846707026
161,Berkshire Hills Bancorp,676594,USA,4I9,BHLB,Finanzdienstleistungen,US0846801076
162,Berry Global Group,A1J4U3,USA,BP0,BERY,Kunststoffe/Verpackungen,US08579W1036
163,Best Buy Company,873629,USA,BUY,BBY,Handel/E-Commerce,US0865161014
164,BHP Group Limited,863578,USA,BHP,BHP,Rohstoffe,US0886061086
165,BHP Group Plc,909062,USA,BIL1,BBL,Rohstoffe,US05545E2090
166,Big Lots,869884,USA,4B3,BIG,Handel/E-Commerce,US0893021032
167,Bio-Rad Laboratories,862449,USA,BUW,BIO-B,Biotechnologie,US0905721082
168,Bio-Rad Laboratories IncClass A,865406,USA,BUWA,BIO,Biotechnologie,US0905722072
169,Bitauto Holdings Limited,A1C89E,USA,,not_found,Internet,US0917271076
170,Black Hills Corp,867434,USA,BHI,BKH,Versorger,US0921131092
171,Blackrock,928193,USA,BLQA,BLK,Finanzdienstleistungen,US09247X1019
172,Blackstone Mortgage Trust,A1T90Y,USA,079A,BXMT,Finanzdienstleistungen,US09257W1009
173,Boeing Company,850471,USA,BCO,BA,Luftfahrt/Rüstung,US0970231058
174,Boise Cascade Company,A1KCND,USA,BC0,BCC,Bau/Infrastruktur,US09739D1000
175,Boot Barn Holdings,A12EFD,USA,OBB,BOOT,Handel/E-Commerce,US0994061002
176,Booz Allen Hamilton Holding Corp,A1C599,USA,BZ9,BAH,Dienstleistungen,US0995021062
177,BorgWarner,887320,USA,BGW,BWA,Fahrzeuge,US0997241064
178,Boston Beer Company,898161,USA,BBEA,SAM,Getränke/Tabak,US1005571070
179,Boston Properties,907550,USA,BO9,BXP,Finanzdienstleistungen,US1011211018
180,Boston Scientific Corp,884113,USA,BSX,BSX,Gesundheitswesen,US1011371077
181,BOX,A110YG,USA,3BX,BOX,Internet,US10316T1043
182,Boyd Gaming Corp,896499,USA,BO5,BYD,Unterhaltung,US1033041013
183,BP plc,850518,USA,BSU,BP,Öl/Gas,US0556221044
184,BP Prudhoe Bay Royalty Trust,985301,USA,BMI,BPT,Finanzdienstleistungen,US0556301077
185,Brady Corp,900104,USA,BRV,BRC,Sonstige Technologie,US1046741062
186,Brandywine Realty Trust,875818,USA,B2X,BDN,Immobilien,US1053682035
187,BrasilAgro - Companhia Brasileira de Propriedades Agricolas,A1C6JK,USA,52BA,52BA.F,Nahrungsmittel/Agrar,US10554B1044
188,Braskem SA,896191,USA,BRD,BRD.F,Chemie,US1055321053
189,BRF - Brasil Foods SA,A0N9BM,USA,P5Y,BRFSN.MX,Nahrungsmittel/Agrar,US10552T1079
190,Bright Horizons Family Solutions,A1KB0K,USA,BHA,BFAM,Dienstleistungen,US1091941005
191,Brink's Company (The),264748,USA,PTY,BCO,Dienstleistungen,US1096961040
192,Brinker International,881396,USA,BKJ,EAT,Nahrungsmittel/Agrar,US1096411004
193,Bristol-Myers Squibb Co,850501,USA,BRM,BMY,Pharma,US1101221083
194,Brixmor Property Group,A1W514,USA,BXR,BRX,Immobilien,US11120U1051
195,Broadridge Financial Solutions,A0MMP1,USA,5B9,BR,Finanzdienstleistungen,US11133T1034
196,Brookdale Senior Living,A0HL7W,USA,B7S,BKD,Immobilien,US1124631045
197,Brookfield Asset Management,A0HNRY,USA,BKAA,BAM-A.TO,Finanzdienstleistungen,CA1125851040
198,Brookfield Infrastructure Partners LP,A0M74Z,USA,not_found,BIP,Versorger,BMG162521014
199,Brookfield Renewable Partners LP,A1JQFZ,USA,not_found,not_found,not_found,not_found
200,Brown & Brown,896895,USA,BTW,BRO,Finanzdienstleistungen,US1152361010
201,Brown-Forman Corp,850530,USA,BF5A,BF-A,Getränke/Tabak,US1156371007
202,Brown-Forman Corp,856693,USA,BF5B,BF-B,Getränke/Tabak,US1156372096
203,BRT Apartments Corp,985178,USA,WWA,BRT,Immobilien,US0556453035
204,Brunswick Corp,850531,USA,BWI,BC,Freizeitprodukte,US1170431092
205,Buckle (The),884929,USA,BK2,BKE,Handel/E-Commerce,US1184401065
206,Build-A-Bear Workshop,A0DK8F,USA,FPW,BBW,Konsumgüter,US1200761047
207,Bunge Limited,762269,USA,BU3,BG,Nahrungsmittel/Agrar,BMG169621056
208,Burlington Stores,A1W54Y,USA,BUI,BURL,Handel/E-Commerce,US1220171060
209,BWX Technologies,A14V4U,USA,4BW,BWXT,Maschinenbau,US05605H1005
210,C3ai,A0YBXE,USA,FRM2,AAIC,Finanzdienstleistungen,US0413562051
211,Cable One,A14UKB,USA,XC1,CABO,Telekom,US12685J1051
212,Cabot Corp,856744,USA,CBT,CBT,Chemie,US1270551013
213,Cabot Oil & Gas Corp,881646,USA,XCQ,CTRA,Öl/Gas,US1270971039
214,Caci International CLA,906006,USA,CA8A,CACI,Internet,US1271903049
215,CAE,854167,USA,CE9,CAE.TO,Luftfahrt/Rüstung,CA1247651088
216,Caleres,A14T37,USA,BRP,CAL,Bekleidung/Textil,US1295001044
217,California Water Service,850556,USA,WT5,CWT,Versorger,US1307881029
218,CALIX,A1CVEW,USA,CXA,CALX,Netzwerktechnik,US13100M5094
219,Callaway Golf Company,883644,USA,CLY,ELY,Freizeitprodukte,US1311931042
220,Camden Property Trust,985335,USA,CAL,CPT,Immobilien,US1331311027
221,Cameco Corp,882017,USA,CJ6,CCO.TO,Rohstoffe,CA13321L1085
222,Campbell Soup Company,850561,USA,CSC,CPB,Nahrungsmittel/Agrar,US1344291091
223,Canadian Imperial Bank of Commerce,850576,USA,CAI,CM.TO,Finanzdienstleistungen,CA1360691010
224,Canadian National Railway,897879,USA,CY2,CNR.TO,Logistik/Transport,CA1363751027
225,Canadian Natural Resources Limited,865114,USA,CRC,CNQ.TO,Rohstoffe,CA1363851017
226,Canadian Pacific Railway,798292,USA,PC8,CP.TO,Logistik/Transport,CA13645T1003
227,Canon,866490,USA,CNNA,CAJ,Sonstige Technologie,US1380063099
228,Capital One Financial,893413,USA,CFX,COF,Finanzdienstleistungen,US14040H1059
229,Capstead Mortgage Corp,872385,USA,not_found,not_found,not_found,not_found
230,Capstead Mortgage Corp,A110TA,USA,not_found,not_found,not_found,not_found
231,Cardinal Health,880206,USA,CLH,CAH,Gesundheitswesen,US14149Y1082
232,CARE.COM,A1XB98,USA,not_found,not_found,not_found,not_found
233,Carlisle Companies,871884,USA,CLE,CSL,Industrie/Mischkonzerne,US1423391002
234,CarMax,662604,USA,XA4,KMX,Handel/E-Commerce,US1431301027
235,Carnival Corp,120100,USA,CVC1,CCL,Hotels/Tourismus,PA1436583006
236,Carnival PLC,264713,USA,POH3,CUK,Hotels/Tourismus,US14365C1036
237,Carpenter Technology Corp,858605,USA,XTY,CRS,Eisen/Stahl,US1442851036
238,Carriage Services,902313,USA,C57,CSV,Dienstleistungen,US1439051079
239,Carter's,777514,USA,HCH,CRI,Bekleidung/Textil,US1462291097
240,Castlight Health,A1XEPE,USA,109,CSLT,Software,US14862Q1004
241,CATALENT,A112H2,USA,0C8,CTLT,Pharma,US1488061029
242,Catchmark Timber Trust,A110ZX,USA,6F7,CTT,Immobilien,US14912Y2028
243,Caterpillar,850598,USA,CAT1,CAT,Maschinenbau,US1491231015
244,CATO Corp,881902,USA,CO2A,CATO,Handel/E-Commerce,US1492051065
245,CBIZ,A0F5F5,USA,XC4,CBZ,Dienstleistungen,US1248051021
246,Cbre Group,A1JLYH,USA,RF6,CBRE,Immobilien,US12504L1098
247,Cedar Fair LP,876729,USA,,FUN,Hotels/Tourismus,US1501851067
248,Cedar Realty Trust,-,USA,not_found,not_found,not_found,not_found
249,"Celadon Group, Inc.",889409,USA,CG2,CGIP,Logistik/Transport,US1508381001
250,Celanese Corp,A0DP2A,USA,DG3,CE,Chemie,US1508701034
251,Celestica,914782,USA,CTW,CLS.TO,Elektrotechnologie,CA15101Q1081
252,Cellcom Israel Ltd,A0MKP2,USA,F5U,CEL.TA,Telekom,IL0011015349
253,Cemex SAB de CV,925905,USA,CEXA,CX,Bau/Infrastruktur,US1512908898
254,Cenovus Energy,A0YD8C,USA,CXD,CVE.TO,Öl/Gas,CA15135U1093
255,Centene Corp,766458,USA,QEN,CNC,Gesundheitswesen,US15135B1017
256,CenterPoint Energy,854566,USA,HOU,CNP,Versorger,US15189T1079
257,Centrais Eletricas Brasileiras SA- Eletrobras,901849,USA,L3XC,EBR-B,Versorger,US15234Q1085
258,Centrais Eletricas Brasileiras SA- Eletrobras,903460,USA,L3XB,EBR,Versorger,US15234Q2075
259,Central Pacific Financial Corp,A1H60J,USA,XCP1,CPF,Finanzdienstleistungen,US1547604090
260,Century Communities,A114W9,USA,CCT,CCS,Bau/Infrastruktur,US1565043007
261,CenturyLink,866405,USA,not_found,not_found,not_found,not_found
262,CF Industries Holding,A0ES9N,USA,C4F,CF,Chemie,US1252691001
263,CHANNELADVISOR Corp,A1T84J,USA,CDL,ECOM,Software,US1591791009
264,Charles River Laboratories International,939391,USA,RV6,CRL,Pharma,US1598641074
265,Charles Schwab Corp (The),874171,USA,SWG,SCHW,Finanzdienstleistungen,US8085131055
266,Chatham Lodging Trust,A1CW27,USA,not_found,CLDT,Immobilien,US16208T1025
267,Cheetah Mobile,A113JY,USA,0C9A,CMCM,Software,US1630751048
268,CHEGG,A1W4ER,USA,0CG,CHGG,Dienstleistungen,US1630921096
269,Chemed Corp,A0CBF4,USA,CXM,CHE,Gesundheitswesen,US16359R1032
270,Chevron Corp,852552,USA,CHV,CVX,Öl/Gas,US1667641005
271,CHICAGO BRIDGE+IR. EO-01,693235,USA,not_found,not_found,not_found,not_found
272,Chicos FAS,907418,USA,YC8,CHS,Bekleidung/Textil,US1686151028
273,China Eastern Airlines,905284,USA,CIA,CEA,Luftfahrt/Rüstung,US16937R1041
274,China Life Insurance Company Ltd,A0BKRY,USA,CLF,LFC,Finanzdienstleistungen,US16939P1066
275,CHINA PETROLEUM & CHEMICAL Corp,578971,USA,CHUA,SNP,Öl/Gas,US16941R1086
276,China Southern Airlines Company Limited,907982,USA,ZNH,ZNH.F,Luftfahrt/Rüstung,US1694091091
277,CHINA TELECOM H YC 1,A0M4XS,USA,ZCH,0728.HK,Telekom,CNE1000002V2
278,China Yuchai International Ltd,893697,USA,CYD,CYD,Fahrzeuge,BMG210821051
279,Chipotle Mexican Grill,A0ESP5,USA,C9F,CMG,Nahrungsmittel/Agrar,US1696561059
280,Choice Hotels Intnl,915916,USA,CZH,CHH,Hotels/Tourismus,US1699051066
281,Chubb Limited,A0Q636,USA,AEX,CB,Finanzdienstleistungen,CH0044328745
282,CHUNGHWA TELECOM CO Ltd,A1H4PX,USA,CHWD,CHT,Telekom,US17133Q5027
283,Church & Dwight Co,864371,USA,CXU,CHD,Konsumgüter,US1713401024
284,Ciena Corp,A0LDA7,USA,CIE1,CIEN,Telekom,US1717793095
285,Cinemark Holdings,A0MK44,USA,ZZA,CNK,Unterhaltung,US17243V1026
286,CIRCOR International,929260,USA,CCI,CIR,Maschinenbau,US17273K1097
287,CIT Group,A0YGL2,USA,not_found,not_found,not_found,not_found
288,Citigroup,899500,USA,CH5,CPK,Versorger,US1653031088
289,Citigroup,A1H92V,USA,TRVC,C,Finanzdienstleistungen,US1729674242
290,Citizens,694147,USA,YCX,CIA,Finanzdienstleistungen,US1747401008
291,Citizens Financial Group,A12BD3,USA,1C5,CFG,Finanzdienstleistungen,US1746101054
292,City Office Reit,A12E4P,USA,5QV,CIO,Immobilien,US1785871013
293,Clean Harbors,876514,USA,CH6,CLH,Biotechnologie,US1844961078
294,Clearwater Paper Corp,A0RDWM,USA,5WC,CLW,Holz/Papier,US18538R1032
295,CLIFFS NATURAL RES,A0RBDY,USA,not_found,not_found,not_found,not_found
296,Clorox Company,856678,USA,CXX,CLX,Kosmetik,US1890541097
297,Cloud Peak Energy Inc,A0YERN,USA,,not_found,Rohstoffe,US18911Q1022
298,CMS Energy Corp,850795,USA,CSG,CMS,Versorger,US1258961002
299,CNA Financial Corp,856402,USA,CNH,CNA,Finanzdienstleistungen,US1261171003
300,CNH Industrial NV,A1W599,USA,37C,CNHI,Industrie/Mischkonzerne,NL0010545661
301,CNO Financial Group,A1CYFY,USA,COS,CNO,Finanzdienstleistungen,US12621E1038
302,CNOOC Limited,631636,USA,NC2A,not_found,Öl/Gas,US1261321095
303,Coca-Cola Company,850663,USA,CCC3,KO,Getränke/Tabak,US1912161007
304,Coca-Cola FEMSA SAB DE CV,887811,USA,CFSL,KOF,Getränke/Tabak,US1912411089
305,Coeur Mining,A0RNL2,USA,CDM1,CDE,Rohstoffe,US1921085049
306,Cohen & Steers,A0B7TN,USA,FG9,CNS,Finanzdienstleistungen,US19247A1007
307,Colfax Corp,A0MVPD,USA,C52,CFX,Maschinenbau,US1940141062
308,Colgate-Palmolive Company,850667,USA,CPA,CL,Konsumgüter,US1941621039
309,Columbia Property Trust,A1XBGJ,USA,,not_found,Immobilien,US1982872038
310,Comerica,864861,USA,CA3,CMA,Finanzdienstleistungen,US2003401070
311,Comfort Systems USA,907784,USA,9CF,FIX,Dienstleistungen,US1999081045
312,Commercial Metals Company,855786,USA,CMS,CMC,Eisen/Stahl,US2017231034
313,Community Bank System,896709,USA,CBY,CBU,Finanzdienstleistungen,US2036071064
314,Community Health Systems,939156,USA,CG5,CYH,Gesundheitswesen,US2036681086
315,Community Healthcare Trust,A142P1,USA,4U9,CHCT,Immobilien,US20369C1062
316,Companhia DE Saneamento B Sico DO Estado DE SAO Paulo-Sabesp Ads's,621975,USA,SAJA,SBS,Dienstleistungen,US20441A1025
317,Companhia Energetica De Minas Gerais-CEMIG,895236,USA,CID,CIGN.MX,Versorger,US2044096012
