,name,wkn,index,de_ticker,ticker,industry,ISIN
0,1-800-FLOWERS.COM INC.,924904,USA,FWC,FLWS,Internet,US68243Q1067
1,10x Genomics Inc.,A2PPQJ,USA,1KJ,TXG,Biotechnologie,US88025U1097
2,111 Inc. (ADRs),A2N465,USA,811A,YI,Internet,US68247Q1022
3,180 Life Sciences Corp,A2QJX5,USA,not_found,not_found,not_found,not_found
4,1Life Healthcare,-,USA,not_found,not_found,not_found,not_found
5,1st Source Corp,919913,USA,not_found,SRCE,Finanzdienstleistungen,US3369011032
6,21Vianet Group Inc. (ADRs),A1H9DT,USA,217A,217A.F,IT-Dienstleistungen,US90138A1034
7,2U Inc.,A1XEYD,USA,2U1,TWOU,Internet,US90214J1016
8,360 DigiTech,-,USA,not_found,not_found,not_found,not_found
9,36Kr Holdings,-,USA,not_found,not_found,not_found,not_found
10,4D Molecular Therapeutics,A2PS5P,USA,not_found,FDMT,Biotechnologie,US35104E1001
11,51Job Inc. (ADRs),A0DJ5H,USA,IWQ,JOBS,Internet,US3168271043
12,5:01 Acquisition Corp,-,USA,not_found,not_found,not_found,not_found
13,7GC & Co Holdings,A2QK1E,USA,not_found,not_found,not_found,not_found
14,89bio,-,USA,not_found,not_found,not_found,not_found
15,9 Meters Biopharma Inc.,A2P362,USA,2Q3,NMTR,Biotechnologie,US6544051096
16,908 Devices,A2QK1S,USA,not_found,MASS,Gesundheitswesen,US65443P1021
17,9F Inc. (ADRs),A2PPT6,USA,165,JFU,Finanzdienstleistungen,US65442R1095
18,A-Mark Precious Metals Inc.,A1XEER,USA,AND,AMRK,Dienstleistungen,US00181T1079
19,AAON Inc.,894255,USA,AAO,AAON,Sonstige Technologie,US0003602069
20,AbCellera Biologics Inc,A2QKXS,USA,8QQ,ABCL,Biotechnologie,CA00288U1066
21,Abeona Therapeutics Inc.,A14VK7,USA,PCJP,ABEO,Biotechnologie,US00289Y1073
22,Abiomed Inc.,873886,USA,AIO,ABMD,Biotechnologie,US0036541003
23,Absolute Software Corp.,A0B9RG,USA,OU1,ABST.TO,Software,CA00386B1094
24,AC Immune SA,A2AR5F,USA,IMR,ACIU,Biotechnologie,CH0329023102
25,Acacia Research Corp.,164631,USA,AZG2,ACTG,Nanotechnologie,US0038813079
26,Academy Sports and Outdoors,-,USA,not_found,not_found,not_found,not_found
27,Acadia Healthcare Co. Inc.,A1JNMF,USA,7RA,ACHC,Gesundheitswesen,US00404A1097
28,Acadia Pharmaceuticals Inc.,603035,USA,DR6,ACAD,Pharma,US0042251084
29,Accelerate Diagnostics Inc.,A1KA68,USA,1A8,AXDX,Sonstige Technologie,US00430H1023
30,Accolade Inc.,A2P7Z2,USA,4NE1,ACCD,Gesundheitswesen,US00437E1029
31,Accuray Inc.,A0MKWM,USA,XEJ,ARAY,Sonstige Technologie,US0043971052
32,ACE Convergence Acquisition Corp,A2QB4H,USA,not_found,not_found,not_found,not_found
33,AcelRx Pharmaceuticals Inc.,A1H64B,USA,R5X,ACRX,Pharma,US00444T1007
34,Acer Therapeutics Inc.,A2DYQV,USA,P6NA,ACER,Pharma,US00444P1084
35,Achieve Life Sciences Inc.,A2QAR3,USA,SP4P,ACHV,Pharma,US0044685008
36,ACI Worldwide,A0MXU1,USA,TSA,ACIW,Sonstige Technologie,US0044981019
37,Aclaris Therapeutics Inc.,A1412H,USA,8AT,ACRS,Pharma,US00461U1051
38,ACM Research,A2H62F,USA,813,ACMR,Halbleiter,US00108J1097
39,ACNB Corp,A0YHBJ,USA,not_found,not_found,not_found,not_found
40,Acorda Therapeutics Inc.,A0BK80,USA,not_found,not_found,not_found,not_found
41,Activision Blizzard Inc.,A0Q4K4,USA,AIY,ATVI,Software,US00507V1098
42,Acutus Medical,-,USA,not_found,not_found,not_found,not_found
43,Adamis Pharmaceuticals Corp.,A1XA2F,USA,CY3B,ADMP,Pharma,US00547W2089
44,AdaptHealth Corp,A2PU9W,USA,not_found,not_found,not_found,not_found
45,Adaptive Biotechnologies Corp.,A2PLR5,USA,1HM,ADPT,Biotechnologie,US00650F1093
46,Addex Therapeutics SA (ADRs),A2QKH7,USA,APE0,ADXN,Pharma,US00654J1079
47,Addus HomeCare Corp,A0YBKM,USA,A41,ADUS,Gesundheitswesen,US0067391062
48,ADDvantage Technologies Group,906955,USA,,AEY,Sonstige Technologie,US0067433062
49,Adial Pharmaceuticals,-,USA,not_found,not_found,not_found,not_found
50,Adicet Bio Inc.,A2QESQ,USA,1IJA,ACET,Biotechnologie,US0070021086
51,Aditxt,-,USA,not_found,not_found,not_found,not_found
52,ADMA Biologics,A12FAG,USA,not_found,ADMA,Biotechnologie,US0008991046
53,Adobe Inc.,871981,USA,ADB,ADBE,Software,US00724F1012
54,Ads-Tec Energy PLC,-,USA,not_found,not_found,not_found,not_found
55,Adtran Inc.,892015,USA,ATN,ADTN,Telekom,US00738A1060
56,Advanced Emissions Solutions Inc.,A1W1ZU,USA,OXQ1,ADES,Sonstige Technologie,US00770C1018
57,Advanced Energy Industries Inc.,898006,USA,AVX,AEIS,Sonstige Technologie,US0079731008
58,Advanced Micro Devices Inc.,863186,USA,AMD,AMD,Halbleiter,US0079031078
59,Advantage Solutions,A2QGPW,USA,6CPA,ADV,Dienstleistungen,US00791N1028
60,Advent Technologies Holdings,A2QNZQ,USA,not_found,ADN,Erneuerbare Energien,US00788A1051
61,Adverum Biotechnologies Inc.,A2AJW8,USA,AVU,ADVM,Biotechnologie,US00773U1088
62,Aeglea BioTherapeutics,A2AG5H,USA,not_found,AGLE,Biotechnologie,US00773J1034
63,Aehr Test Systems,908802,USA,AYB,AEHR,Elektrotechnologie,US00760J1088
64,Aemetis Inc.,A114CC,USA,DW51,AMTX,Erneuerbare Energien,US00770K2024
65,Aequi Acquisition Corp,A2QF25,USA,not_found,not_found,not_found,not_found
66,Aerie Pharmaceuticals Inc.,A1W7RL,USA,0P0,AERI,Pharma,US00771V1089
67,AeroVironment Inc.,A0MJX7,USA,JPX,AVAV,Luftfahrt/Rüstung,US0080731088
68,AerSale Corp,A2QGG2,USA,not_found,ASLE,Luftfahrt/Rüstung,US00810F1066
69,Aesthetic Medical International Holdings Group Ltd.,A2PUP7,USA,3FMA,AIH,Gesundheitswesen,US00809M1045
70,Aeterna Zentaris Inc.,A1439Z,USA,ET82,AEZS.TO,Biotechnologie,CA0079754028
71,AFC Gamma,A2QMDB,USA,0FG,AFCG,Immobilien,US00109K1051
72,Affimed N.V.,A12BHU,USA,A28,AFMD,Biotechnologie,NL0010872420
73,Affinity Bancshares,A2QMWU,USA,5610,AFBI,Finanzdienstleistungen,US00832E1038
74,Affirm Holdings Inc.,A2QL1G,USA,78P,AFRM,Finanzdienstleistungen,US00827B1061
75,Afya Ltd.,A2PM8D,USA,1AY,AFYA,Dienstleistungen,KYG011251066
76,AGBA Acquisition Limited,A2QDMN,USA,AA7B,AGBA,Finanzdienstleistungen,VGG0120M1095
77,Agenus Inc.,A1JLKZ,USA,AJ81,AGEN,Biotechnologie,US00847G7051
78,Agile Therapeutics Inc.,A1135H,USA,0AL,AGRX,Pharma,US00847L1008
79,Agilysys,913094,USA,PS3,AGYS,IT-Dienstleistungen,US00847J1051
80,Agios Pharmaceuticals Inc.,A1W2RM,USA,8AP,AGIO,Biotechnologie,US00847X1046
81,AGM Group Holdings,-,USA,not_found,not_found,not_found,not_found
82,AGNC Inc. Corp.,A2AR58,USA,4OQ1,AGNC,Finanzdienstleistungen,US00123Q1040
83,Agora Inc.,A2P7ZM,USA,9AG1,API,Software,US00851L1035
84,Agrify Corp,A2QLPK,USA,not_found,not_found,not_found,not_found
85,AgroFresh Solutions Inc.,A14XME,USA,35X,AGFS,Chemie,US00856G1094
86,Aileron Therapeutics Inc.,A2DUEV,USA,015,ALRN,Biotechnologie,US00887A1051
87,Air T,867968,USA,GXT,AIRT,Luftfahrt/Rüstung,US0092071010
88,Air T,-,USA,not_found,not_found,not_found,not_found
89,Air Transport Services Group Inc.,A0Q2GH,USA,AW8,ATSG,Logistik/Transport,US00922R1059
90,Airbnb Inc.,A2QG35,USA,6Z1,ABNB,Software,US0090661010
91,Airgain Inc.,A2AQKX,USA,6LV,AIRG,Elektrotechnologie,US00938A1043
92,AirNet Technology Inc. (ADR),A2PG88,USA,not_found,not_found,not_found,not_found
93,Akamai Technologies Inc.,928906,USA,AK3,AKAM,Internet,US00971T1016
94,Akari Therapeutics PLC (ADRs),A140KV,USA,CLAB,US00972G1085.SG,Pharma,US00972G1085
95,Akebia Therapeutics Inc.,A1XF0S,USA,AX9,AKBA,Biotechnologie,US00972D1054
96,Akerna Corp,-,USA,not_found,not_found,not_found,not_found
97,Akero Therapeutics Inc.,A2PLNP,USA,0K4,AKRO,Biotechnologie,US00973Y1082
98,Akouos,-,USA,not_found,not_found,not_found,not_found
99,Akoustis Technologies Inc.,A2DTX6,USA,AVH,AKTS,Elektrotechnologie,US00973N1028
100,Akumin Inc.,-,USA,not_found,not_found,not_found,not_found
101,Alarm.com Holdings Inc.,A14VCL,USA,3RL,ALRM,Software,US0116421050
102,Alberton Acquisition Corp,A2QDML,USA,AJG,ALAC,Finanzdienstleistungen,VGG350061088
103,Albireo Pharma Inc.,A2DF99,USA,BDQM,ALBO,Biotechnologie,US01345P1066
104,Aldeyra Therapeutics Inc.,A111X8,USA,137,ALDX,Biotechnologie,US01438T1060
105,Alector Inc.,A2PCBM,USA,0Z2,ALEC,Biotechnologie,US0144421072
106,Alerus Financial Corp,A0YG96,USA,5QD,ALRS,Finanzdienstleistungen,US01446U1034
107,Alico Inc.,854721,USA,AOE,ALCO,Immobilien,US0162301040
108,Align Technology Inc.,590375,USA,AFW,ALGN,Gesundheitswesen,US0162551016
109,Aligos Therapeutics Inc.,A2QCEK,USA,5WK,ALGS,Biotechnologie,US01626L1052
110,Alimera Sciences Inc.,A2PVHE,USA,ASZ1,ALIM,Biotechnologie,US0162592028
111,Alithya Group Inc.,A2N8S4,USA,0QZ,ALYA.TO,IT-Dienstleistungen,CA01643B1067
112,ALJ Regional Holdings,A0LFYT,USA,,ALJJ,Eisen/Stahl,US0016271084
113,Alkaline Water Company Inc.,A2AAD1,USA,AWJA,WTER,Getränke/Tabak,US01643A2078
114,Alkermes PLC,A1JKVH,USA,8AK,ALKS,Biotechnologie,IE00B56GVS15
115,Allakos Inc.,A2JQTK,USA,37Z,ALLK,Biotechnologie,US01671P1003
116,Allegiance Bancshares,A1412Z,USA,not_found,ABTX,Finanzdienstleistungen,US01748H1077
117,Allegiant Travel Company,A0LFDN,USA,AGH,ALGT,Luftfahrt/Rüstung,US01748X1028
118,Allegro MicroSystems,A2QGE6,USA,not_found,ALGM,Halbleiter,US01749D1054
119,Allena Pharmaceuticals Inc.,A2H8TL,USA,0PJ,ALNA,Biotechnologie,US0181191075
120,Alliance Resource Partners LP,925301,USA,,ARLP,Rohstoffe,US01877R1086
121,Alliant Energy Corp.,855870,USA,AY1,LNT,Versorger,US0188021085
122,Allied Esports Entertainment Inc.,A2PZLE,USA,2AA,AESE,Unterhaltung,US0191701095
123,Allied Healthcare Products Inc.,A2DHZS,USA,AWI1,AHPI,Gesundheitswesen,US0192222075
124,Allied Motion Technologies Inc,157493,USA,HWY,AMOT,Sonstige Technologie,US0193301092
125,Allogene Therapeutics,-,USA,not_found,not_found,not_found,not_found
126,Allot Communications Ltd.,A0LE7C,USA,AG6,ALLT,Netzwerktechnik,IL0010996549
127,AlloVir,-,USA,not_found,not_found,not_found,not_found
128,Allscripts Healthcare Solutions Inc.,607917,USA,AL21,MDRX,Gesundheitswesen,US01988P1084
129,Alnylam Pharmaceuticals Inc.,A0CBCK,USA,DUL,ALNY,Pharma,US02043Q1076
130,Alpha & Omega Semiconductor Ltd.,A1CXBR,USA,AOY,AOSL,Halbleiter,BMG6331P1041
131,Alphabet Inc.,A14Y6F,USA,ABEA,GOOGL,Internet,US02079K3059
132,Alphabet Inc. (C Shares),A14Y6H,USA,ABEC,GOOG,Internet,US02079K1079
133,Alphatec Holdings Inc.,A2AP5V,USA,L1Z1,ATEC,Gesundheitswesen,US02081G2012
134,Alpine Immune Sciences Inc.,A2DU89,USA,34LA,ALPN,Biotechnologie,US02083G1004
135,Alset EHome International Inc.,A2QNZR,USA,42A0,AEI,Industrie/Mischkonzerne,US02116A1043
136,Altair Engineering Inc.,A2DYPC,USA,8A2,ALTR,Software,US0213691035
137,Alterity Therapeutics Ltd. (ADRs),A2PG30,USA,PBNN,ATHE,Biotechnologie,US02155X1063
138,Altimmune Inc.,A2N5Z6,USA,3G0,ALT,Pharma,US02155H2004
139,Altisource Portfolio Solutions SA,A0X9T0,USA,,ASPS,Immobilien,LU0445408270
