,name,wkn,index,de_ticker,ticker,industry,ISIN
1400,Kronos Bio,-,USA,not_found,not_found,not_found,not_found
1401,Krystal Biotech Inc.,A2JH2F,USA,4KB,KRYS,Biotechnologie,US5011471027
1402,Kubient,-,USA,not_found,not_found,not_found,not_found
1403,Kulicke & Soffa Industries Inc.,854118,USA,KU1,KLIC,Halbleiter,US5012421013
1404,Kura Oncology Inc.,A143UH,USA,KUR,KURA,Biotechnologie,US50127T1097
1405,Kura Sushi USA,-,USA,not_found,not_found,not_found,not_found
1406,KVH Industries,901939,USA,KVH,KVHI,Telekom,US4827381017
1407,Kymera Therapeutics,-,USA,not_found,not_found,not_found,not_found
1408,L.B. Foster Company,867748,USA,LB1A,FSTR,Bau/Infrastruktur,US3500601097
1409,La Jolla Pharmaceutical Co.,A1XB6B,USA,LJPP,LJPC,Pharma,US5034596040
1410,Lake Shore Bancorp,A0JKKC,USA,,LSBK,Finanzdienstleistungen,US5107001076
1411,Lakeland Bancorp,631666,USA,LKL,LBAI,Finanzdienstleistungen,US5116371007
1412,Lakeland Financial Corp,923140,USA,not_found,LKFN,Finanzdienstleistungen,US5116561003
1413,Lakeland Industries Inc.,897575,USA,LLI,LAKE,Bekleidung/Textil,US5117951062
1414,Lam Research Corp.,869686,USA,LAR,LRCX,Halbleiter,US5128071082
1415,Lamar Advertising Co.,A12FFH,USA,6LA,LAMR,Dienstleistungen,US5128161099
1416,Lancaster Colony Corp.,858141,USA,LC1,LANC,Konsumgüter,US5138471033
1417,Landec Corp.,899376,USA,LDE,LNDC,Sonstige Technologie,US5147661046
1418,Landmark Infrastructure Partners LP,A12FJB,USA,,not_found,Immobilien,US51508J1088
1419,Landos Biopharma,A2QNUF,USA,not_found,not_found,not_found,not_found
1420,Lands End Inc.,A110MJ,USA,LED,LE,Bekleidung/Textil,US51509F1057
1421,Landsea Homes Corp,A2QK2Y,USA,8HJ,LSEA,Bau/Infrastruktur,US51509P1030
1422,Landstar System Inc.,887830,USA,8HJ,LSTR,not_found,US5150981018
1423,Lanotronix Inc.,A0YGCF,USA,not_found,LTRX,Netzwerktechnik,US5165482036
1424,Lantern Pharma,-,USA,not_found,not_found,not_found,not_found
1425,Lantheus Holdings Inc.,A117UE,USA,0L8,LNTH,Gesundheitswesen,US5165441032
1426,Lattice Semiconductor Corp.,878255,USA,LTT,LSCC,Halbleiter,US5184151042
1427,Laureate Education Inc.,A2DK0X,USA,LA3A,LAUR,Dienstleistungen,US5186132032
1428,LAVA Therapeutics B.V.,A2QSJY,USA,4PKB,LVTX,Biotechnologie,NL0015000AG6
1429,Lawson Products,860437,USA,LW2,LAWS,Bau/Infrastruktur,US5207761058
1430,Lazydays Holdings,A2JGKR,USA,5ZL,LAZY,Handel/E-Commerce,US52110H1005
1431,Leap Therapeutics Inc.,A2DK5X,USA,5MC1,LPTX,Biotechnologie,US52187K1016
1432,Legacy Housing Corp,A2PDVC,USA,519,LEGH,Bau/Infrastruktur,US52472M1018
1433,Legend Biotech Corp. (ADRs),A2P5AH,USA,519,LEGN,Biotechnologie,US52490G1022
1434,LeMaitre Vascular Inc.,A0LB2B,USA,LHU,LMAT,Gesundheitswesen,US5255582018
1435,LendingTree Inc.,A12HU0,USA,T77,TREE,Finanzdienstleistungen,US52603B1070
1436,LENSAR,-,USA,not_found,not_found,not_found,not_found
1437,Leslie's,A2QF42,USA,LE3,LESL,Handel/E-Commerce,US5270641096
1438,Level One Bancorp,A2JKR9,USA,LE3,LEVL,Finanzdienstleistungen,US52730D2080
1439,Level One Bancorp,-,USA,not_found,not_found,not_found,not_found
1440,Lexaria Bioscience Corp,A2QQJB,USA,not_found,LEXX,Gesundheitswesen,US52886N4060
1441,Lexicon Pharmaceuticals Inc.,A14SSK,USA,LX31,LXRX,Biotechnologie,US5288723027
1442,LexinFintech Holdings Ltd. (ADRs),A2H97M,USA,1LFA,LX,Finanzdienstleistungen,US5288771034
1443,LGI Homes Inc.,A1W61X,USA,LG1,LGIH,Bau/Infrastruktur,US50187T1060
1444,LHC Group Inc.,A0EAST,USA,LH6,LHCG,Gesundheitswesen,US50187A1079
1445,Li Auto Inc. (ADRs),A2P93Z,USA,L87A,LI,Fahrzeuge,US50202M1027
1446,Liberty Broadband Corp,A12DQA,USA,8L8,LBRDA,Telekom,US5303071071
1447,Liberty Global PLC (A),A1W0FL,USA,1LG,LBTYA,Medien,GB00B8W67662
1448,Liberty Global PLC (C),A1W0FN,USA,1LGC,LBTYK,Medien,GB00B8W67B19
1449,Liberty Latin America Ltd,A2H9HN,USA,1LL,LILA,Medien,BMG9001E1021
1450,Liberty Media Corp,A2AHD0,USA,LM04,BATRA,Freizeitprodukte,US5312297063
1451,Liberty Media Corp,A2AHD1,USA,LM0A,BATRK,Freizeitprodukte,US5312298889
1452,Liberty Media Corp,A2AHD3,USA,LM0B,LSXMK,Medien,US5312296073
1453,Liberty Media Corp.,A2AHD2,USA,LM03,LSXMA,Medien,US5312294094
1454,Liberty Media Corp.,A2AHDZ,USA,LM05,FWONA,Medien,US5312298707
1455,Liberty Media Corp. (C Shares),A2AHEA,USA,LM09,FWONK,Medien,US5312298541
1456,Liberty Tripadvisor Holdings Inc. (A),A11936,USA,LT0A,LTRPA,Internet,US5314651028
1457,Liberty Tripadvisor Holdings Inc. (B),A1195C,USA,LT0B,LTRPB,Internet,US5314652018
1458,LifeMD,A2QP24,USA,not_found,not_found,not_found,not_found
1459,Lifetime Brands,A0ETCV,USA,LH1,LCUT,Konsumgüter,US53222Q1031
1460,Lifevantage Corp.,A1420J,USA,L2T1,LFVN,Pharma,US53222K2050
1461,Lifeway Foods Inc.,925083,USA,LWF,LWAY,Nahrungsmittel/Agrar,US5319141090
1462,Ligand Pharmaceuticals Inc.,A1C9RN,USA,LGDN,LGND,Pharma,US53220K5048
1463,LightPath Technologies,776051,USA,LPZB,LPTH,Sonstige Technologie,US5322578056
1464,Lilium NV,-,USA,not_found,not_found,not_found,not_found
1465,Limbach Holdings,A2APH1,USA,not_found,not_found,not_found,not_found
1466,Limelight Networks Inc.,A0MSRH,USA,LNK,LLNW,Medien,US53261M1045
1467,Limestone Bancorp,A2JPB6,USA,,LMST,Finanzdienstleistungen,US53262L1052
1468,Liminal BioSciences Inc.,A2PNHY,USA,not_found,not_found,not_found,not_found
